Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry,Percent Survived,Country,Year,GDP,Departure,"Departure Lat,Lng",Departure Country
1997-07-30,10:30,Air Littoral,701,Nice - Florence,Aerospatiale ATR-42-512,F-GPYE,492,17.0,14.0,3.0,1.0,0.0,1.0,0.0,"The aircraft touched down at excessive speed, far down the runway threshold, bounced twice and overran the runway.","Florence, Italy",43.769871200000004,11.2555757,POINT (43.7698712 11.2555757),5.882352941176469,Italy,1997,2245421037160.75,Nice,"43.7101728,7.261953200000001",France
1997-08-07,12:36,Fine Air,101A,Miami - Santo Domingo,McDonnell Douglas DC-8-61F,N27UA,45942/349,4.0,1.0,3.0,4.0,1.0,3.0,1.0,"Immediately after taking off the plane went into a nose-high attitude, stalled and crashed to the ground. The probable cause of the accident, which resulted from the airplane being misloaded to produce a more aft center of gravity and a correspondingly incorrect stabilizer trim setting that precipitated an extreme pitch-up at rotation, was (1) the failure of Fine Air to exercise operational control over the cargo loading process and  (2) the failure of Aeromar to load the airplane as specified by Fine Air. Contributing to the accident was the failure of the FAA to adequately monitor Fine Airs operational control responsibilities for cargo loading and the failure of the FAA to ensure that known cargo-related deficiencies were corrected at Fine Air.","Miami, Florida",25.7742658,-80.1936589,POINT (25.7742658 -80.1936589),100.0,United States,1997,12120016644000.0,Miami,"25.7616798,-80.1917902",United States
1997-10-08,07:23,Scenic Airlines,-,"Montrose, CO - Page, AZ",Cessna 208B Caravan I,N12022,208B-0432,9.0,8.0,1.0,9.0,8.0,1.0,0.0,"Collided with terrain at the 9,900 foot level on the Uncompahgre Plateau. The pilot's failure to maintain sufficient airspeed for undetermined reasons while maneuvering the airplane near maximum gross weight and aft center of gravity in or near instrument meteorological conditions, which resulted in a loss of control and entry into a stall/spin.","Montrose, Colorado",38.4375391,-108.2403855,POINT (38.4375391 -108.2403855),100.0,United States,1997,12120016644000.0,"Montrose, CO","38.4783198,-107.8761738",United States
1997-10-10,22:23,Austral Lineas Aeras (Argentina),2553,Posadas - Buenos Aires,McDonnell Douglas DC-9-32,LV-WEG,47446/561,74.0,69.0,5.0,74.0,69.0,5.0,0.0,"The aircraft crashed  near Nuevo Berlin, a town on the banks of the Uruguay River, after changing its route to avoid heavy rain and hail. A crater 25 feet deep crater was created where the plane crashed into the earth.  Icing of the pitot tubes. The pitot tubes froze after the aircraft passed through 49,000 ft. giving false speed readings leading to loss of control of the aircraft.","Nuevo Berlin, Uruguay",-32.980344800000005,-58.0569456,POINT (-32.9803448 -58.0569456),100.0,Uruguay,1997,305641016669.195,Posadas,"-27.3621374,-55.90087459999999",Argentina
1997-12-09,15:26,Sowind Air,301,Winnipeg - Little Grand Rapids,Embraer 110P1 Bandeirante,C-GVRO,110285,17.0,15.0,2.0,4.0,3.0,1.0,0.0,"Crashed during the second approach right of the approach path. While the aircraft was being manoeuvred at a very low level in marginal weather, it descended after an abrupt turn and flew, in controlled flight, into the terrain. Crew procedural error. The aircraft was 1,000 pounds heavier than the maximum allowable weight.  The GPS installed in aircraft was not approved as a primary navigational aid.","Little Grand Rapids, Canada",52.017853,-95.456085,POINT (52.017853 -95.456085),23.529411764705877,Canada,1997,1275645182219.97,Winnipeg,"49.895136,-97.13837439999999",Canada
1997-12-13,17:05,STAP,,Villamontes - Santa Cruz,Swearingen SA-226T Metro II,CP-1635,TC-359,19.0,17.0,2.0,10.0,9.0,1.0,0.0,"During take off, shortly after the landing gear was retracted, one of the aircraft's engines lost power and the propeller autofeathered. The aircraft rolled to the right, struck trees and crashed inverted.","La Vertiente, Bolivia",-10.5185046,-67.52420009999999,POINT (-10.5185046 -67.52420009999999),52.631578947368425,Bolivia,1997,13151337955.4457,Villamontes,"-21.2600046,-63.45807019999999",Bolivia
1997-12-17,19:13,Aerosweet Airlines (LVOV),241,Odessa - Thessaloniki,Yakovlev YAK-42,UR-42334,4520422606,70.0,62.0,8.0,70.0,62.0,8.0,0.0,"The aircraft crashed into Mt. Olympus while approaching Salonica, during a second attempt to land. The plane was holding at 3,300 feet due to heavy traffic. Tower tapes indicate that after the missed approach, the crew reported they were heading north when they actually were heading west. An investigation revealed the crew had poor training, flew too low, didn't know how to use the radar equipment and failed to declare an emergency after they missed the landing strip. A second crash occurred when a C-130 transport plane on its way to pick up troops to assist in the search, crashed into Pastra Mountain.","Fotina, Greece",40.221209,22.311898100000004,POINT (40.221209 22.3118981),100.0,Greece,1997,84420726258.8841,Odessa,"46.482526,30.7233095",Ukraine
1997-12-27,,Renan Airways,,"Abidjan - Rundu, Nambia",Antonov An-72,ER-ACF,36572094888,5.0,0.0,5.0,5.0,0.0,5.0,0.0,Went missing while en route. May have been shot down.,"Atlantic Ocean, off Angola",-37.804678,-72.70203599999998,POINT (-37.804678 -72.70203599999998),100.0,Chile,1997,0.0,Abidjan,"5.3599517,-4.0082563",Côte d'Ivoire
1997-12-31,07:45,Parsa,,Panama City - Rio Sidra,Britten Norman BN-2A Trislander,HP-986PS,178,10.0,9.0,1.0,10.0,9.0,1.0,0.0,"Crashed into dense jungle, 4 miles short of its destination in heavy fog.","Rio Sidra, Panama",9.425402,-78.8382905,POINT (9.425402 -78.8382905),100.0,Panama,1997,12120016644000.0,Panama City,"30.1588129,-85.6602058",United States
1998-01-13,18:30,Aeroservice International,,Gomel - Kunovice,Let 410UVP,YV-928CP,871919,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.,"Brno, Czech Republic",49.1922443,16.6113382,POINT (49.1922443 16.6113382),100.0,Czechia,1998,28735090095.2695,Gomel,"52.4313388,30.99367",Belarus
1998-01-27,11:45,Myanmar Airways,403,Thandwe - Sittwe,Fokker F-27 Friendship 600,XY-AES,10576,45.0,41.0,4.0,16.0,15.0,1.0,0.0,The aircraft crashed on takeoff after the No. 2 engine failed and caused the aircraft to swerve off the runway and crash into an embankment and burst into flames.,"Yangon (Rangoon), Myanmar",16.7953412,96.1421929,POINT (16.7953412 96.1421929),35.555555555555564,Myanmar (Burma),1998,0.0,Thandwe,"18.4671203,94.34110009999999",Myanmar (Burma)
1998-02-02,11:00,Cebu Pacific Air,387,Tacloban - Cagayan de Oro,McDonnell Douglas DC-9-32,RP-C1507,47069/175,104.0,99.0,5.0,104.0,99.0,5.0,0.0,"Flight 387 originated in Manila on a flight to Tacloban and Cagayan de Oro. The aircraft crashed while on approach to Cagay de Oro into a remote mountainous area.  Wreckage was found near the town of Pagalungan, NE of Cagay de Oro. The last radio message from the pilot was ""leveling off at 5,000 feet sir.""  The cockpit voice recorder revealed that the GPWS warned of terrain a dozen times just before impact. The crew apparently got lost in a cloud, never realizing they were headed into a mountain. Pilot error, inadequate training standards and deficient equipment.","Cagyan de Oro, Philippines",8.487649000000001,123.801753,POINT (8.487649000000001 123.801753),100.0,Philippines,1998,125348175702.195,Tacloban,"11.2543388,124.9616867",Philippines
1998-02-16,20:09,China Airlines (Taiwan),676,Denpasar - Taipei,Airbus A300-622R,B-1814,578,196.0,182.0,14.0,196.0,182.0,14.0,7.0,"The aircraft was attempting to land at Taipei's international airport in rain and fog when the crew requested a go-around. The plane crashed into a residential neighborhood, ripping the roofs off several structures, skidding into a rice paddy and bursting in flames. DFDR data showed complete autopilot disengagement just after landing clearance. This was  followed by an attempted manually flown go-around with falling airspeed and a pitch-up of 40 degrees followed by a gain of 1,000 feet in altitude, total stall and a dive resulting in impact with the ground. Pilot error.","Taipei, Taiwan",25.037519800000002,121.56367959999999,POINT (25.0375198 121.5636796),100.0,Taiwan,1998,453413616927.8,Denpasar,"-8.670458199999999,115.2126293",Indonesia
1998-03-28,09:35,Fuerza Aérea del Peru,388,Tumbes - Piura,Antonov AN-32,OB-1388,1203,55.0,50.0,5.0,22.0,22.0,0.0,1.0,A Peruvian air force plane carrying villagers stranded by flooding crashed while attempting to land at Piura Airport. The pilot tried to glide the plane after losing an engine but crashed near a shantytown 2 kilometers from the airport. The plane began losing altitude after an engine failed and crashed into a drainage canal and broke in two. Engine failure.,"Piura, Peru",-5.0,-80.333333,POINT (-5 -80.333333),40.0,Peru,1998,85798462918.4744,Tumbes,"-3.5564921,-80.4270885",Peru
1998-05-05,21:30,Fuerza Aérea del Peru,,Iquitos - Andoas,Boeing B-737-282,FAP-351,23041/962,88.0,81.0,7.0,75.0,69.0,6.0,0.0,"The aircraft was chartered by the Los Angeles-based Occidental Petroleum Corporation. The plane crashed in light rain, while on final approach, in a swampy area, three miles short of Andoas. There were reports of a lightning flash preceding the accident.","Andoas, Peru",-3.37546155,-76.6396161243894,POINT (-3.37546155 -76.63961612438941),85.22727272727273,Peru,1998,85798462918.4744,Iquitos,"-3.7436735,-73.25163260000001",Peru
1998-05-25,00:32,Air Taxi - US Helicopters Inc.,,"Charlotte, NC - Monroe, NC",Bell 206L-3,N96CW,,5.0,4.0,1.0,5.0,4.0,1.0,0.0,The helicopter's skids contacted a high-tension static ground wire about 150 feet above the ground. The pilot's failure to maintain altitude while operating in adverse weather. A contributing factor was the incoming fog and high tension static wire.,"Indian Trail, North Carolina",35.0768141,-80.6692352,POINT (35.0768141 -80.6692352),100.0,United States,1998,0.0,"Charlotte, NC","35.2270869,-80.8431267",North Carolina
1998-05-26,09:30,MIAT - Mongolian Airlines,,Erdenet - Moron,Harbin Yunshuji Y-12 II,JU-1017,,28.0,26.0,2.0,28.0,26.0,2.0,0.0,"The aircraft crashed into the side of a mountain at 2,800m,  13 minutes after taking off from Erdenet. The plane, designed to carry a maximum of 19 passengers, was carring 26. Overloaded.","Erdenet, Mongolia",49.0275128,104.04478509999998,POINT (49.0275128 104.0447851),100.0,Mongolia,1998,3837047132.18431,Erdenet,"49.054082,104.0716533",Mongolia
1998-06-18,07:28,Propair,420,Montreal - Peterborough,Swearingen SA-226TC Metroliner II,C-GQAL,TC-233,11.0,9.0,2.0,11.0,9.0,2.0,0.0,"Flight 420 took off from Montreal's Dorval Airport on a flight to Peterborough  About 12 minutes after take off, at an altitude of 12,500 feet, the crew advised ATC that they had a hydraulic problem and requested clearance to return to Dorval. The crew then advised ATC that the left engine had been shut down because it was on fire. The crew decided to proceed to Mirabel International Airport. Then crew then advised ATC that the engine fire was out. On final for Runway 24, the crew advised ATC that the left engine was again on fire. The landing gear was extended on short final, and when the aircraft was over the runway, the left wing broke upwards. The fuselage inverted, struck the runway and slid 2,500 feet and came to rest on the left side of the runway.  PC: The crew did not realize that the pull to the left and the extended take-off run were due to the left brakes' dragging, which led to overheating of the brake components. The dragging caused overheating and leakage, probably at one of the piston seals that retain the brake hydraulic fluid. When hydraulic fluid leaked onto the hot brake components, the fluid caught fire and initiated an intense fire in the left nacelle, leading to failure of the main hydraulic system. When the L WING OVHT light went out, the overheating problem appeared corrected; however, the fire continued to burn. The crew never realized that all of the problems were associated with a fire in the wheel well, and they did not realize how serious the situation was. The left wing was weakened by the wing/engine fire and failed, rendering the aircraft uncontrollable.","Montreal, Canada",45.4972159,-73.61036419999998,POINT (45.4972159 -73.61036419999998),100.0,Canada,1998,1341707822219.32,Montreal,"45.5016889,-73.567256",Canada
1998-07-13,23:15,ATI Aircompany,,"Rasal - Nikolaev, Ukraine",Ilyushin 76MD,UR-76424,0063470096,8.0,0.0,8.0,8.0,0.0,8.0,0.0,"The cargo plane lifted off from the runway, slowly sank and impacted the sea. The plane was grossly overloaded.","Rasal, United Arab Emirates",23.47438,54.576046,POINT (23.47438 54.576046),100.0,United Arab Emirates,1998,873357345617.61,Rasal,"20.707501,70.915144",India
1998-07-16,21:41,Alas del Sur,,Tucumán - Córdoba,Rockwell Sabreliner 60,LV-WPO,306-3,3.0,1.0,2.0,3.0,1.0,2.0,0.0,The cargo plane crashed short of the runway.,"Córdoba, Argentina",-31.4173391,-64.183319,POINT (-31.4173391 -64.183319),100.0,Argentina,1998,303229512290.352,Tucumán,"-26.8082848,-65.2175903",Argentina
1998-07-28,,Swifair,704,Palma de Mallorca - Barcelona,Swearingen SA.227AC Metro III,EC-FXD,AC-651B,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"During a training flight, the crew of the cargo plane stopped one engine, stalled and crashed. The loss of control of the aircraft due to an excessive reduction of speed at low height, after having extended the landing gear, with an intermediate flap position, and with the right engine stopped and its propeller pitch close to feather.","Barcelona, Spain",41.3828939,2.1774322,POINT (41.3828939 2.1774322),100.0,Spain,1998,1149490500814.16,Palma de Mallorca,"39.5696005,2.6501603",Spain
1998-07-29,16:00,Selva Taxi Aero,,Tefe - Manaus,Embraer 110 Bandeirante,PT-LGN,110343,24.0,22.0,2.0,5.0,4.0,1.0,0.0,The aircraft ditched in the Manacapuru River while en route from Tefe to Manaus. The pilot had reported an engine problem about 20 minutes earlier.,"Manacapuru River, Brazil",-3.2996768,-60.6213528,POINT (-3.2996768 -60.6213528),20.833333333333336,Brazil,1998,1538706023647.11,Tefe,"-3.3685833,-64.7198702",Brazil
1998-07-30,15:58,Proteus Air / Private,706,Lyon - Lorient,Beechcraft 1900D / Cessna 177,F-GSJM/F-GAJE,UE-238,15.0,12.0,3.0,15.0,12.0,3.0,0.0,"Midair collision. The Beechcraft was on a flight from Lyon to Lorient, approaching Lorient, when it requested permission to fly over the ocean liner Norway. While circling the Norway, it collided with the Cessna. One killed aboard the Cessna, 14 aboard the Beechcraft.  The pilots of the Beechcraft decided to deviate from their course in order to give passengers a view of the ocean liner Le France. This is unusual but not forbidden. They also descended to 2,000 feet, below the level of radar detection. Both planes approached each other within blind spots. Failure of both pilots to ""see and avoid"" each other under VFR conditions.","Quiberon, France",47.4874,-3.1215200000000003,POINT (47.4874 -3.12152),100.0,France,1998,2333523930935.07,Lyon,"45.764043,4.835659",France
